"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"05A10604"	"Bream, fillet, battered, deep fried, tallow based fat"	""	"Fillets of bream flesh, coated in white wheat flour-based batter, deep fried in tallow-based fat, then drained. Batter is 30% of uncooked product weight."	"Acanthopagrus australis, A. butcheri"	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 4 samples purchased in Adelaide in May 1987. Species were unable to be confirmed by electrophoresis due to absence of reference fish. Note uncertainty with identification of some long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, batter, absorbed fat)"	"Seafood and Seafood Products"	"Fish"	"1685"
"05A10603"	"Bream, fillet, floured, fried, peanut oil"	""	"Fillets of bream flesh, coated in white wheat flour, shallow fried in peanut oil, then drained. Flour is 3% of uncooked product weight."	"Acanthopagrus australis, A. butcheri"	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 4 samples purchased in Adelaide in May 1987. Species were unable to be confirmed by electrophoresis due to absence of reference fish. Note uncertainty with identification of some long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, coating, absorbed fat)"	"Seafood and Seafood Products"	"Fish"	"1686"
"05A10632"	"Fish, battered or crumbed, deep fried, blended frying fat, ready to eat"	""	"Fillets of battered or crumbed fish, deep fried in a blended frying fat, as purchased from take away food outlets."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Na, fat and fatty acids were derived from 7 individual samples of deep fried fish fillets purchased from takeaway outlets in NSW, WA and SA in 2009 (2008 TFA program). I was derived from 4 samples of deep fried fish fillets purchased from takeaway outlets in NSW and SA as part of the same program. Moisture, protein, starch, dietary fibre, ash and sugars were imputed from baked fish fillet. Nutrients adjusted to account for differences in fat content."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1687"
"05A10631"	"Fish, battered or crumbed, deep fried, monounsaturated frying fat, ready to eat"	""	"Fillets of battered or crumbed fish, deep fried in monounsaturated frying fat, as purchased from take away food outlets."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"Na, fat and fatty acids were derived from 5 individual samples of deep fried fish fillets purchased from takeaway outlets in NSW, WA and SA in 2009 (2008 TFA program). I was derived from 3 samples of deep fried fish fillets purchased from takeaway outlets in NSW and SA as part of the same program. Moisture, protein, starch, dietary fibre, ash and sugars were imputed from baked fish fillet. Nutrients adjusted to account for differences in fat content."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1688"
"05A10546"	"Flathead, flesh, raw"	"Sand flathead"	"Uncooked fillets of flathead flesh, from the family Platycephalus including species identified as Sand (P. bassenis), Tiger (P. richardsoni) and Rock (P. laevigatus)."	"Platycephalus Spp."	"Analysed"	"6.25"	"0.700"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples (flesh only) of Sand, Tiger, Rock and unidentified species of flat head purchased in Adelaide and Melbourne; May-June, 1987. Note some uncertainty with identification of long chain fatty acids. Moisture, I, Se, Mn, Cl, F, tocopherols, vitamin D, pantothenate & folate were derived from a composite of 8 samples pf P. aurimaculatus (flesh only) caught off Eden (NSW) and Lakes Entrance (Vic) and purchased at Melbourne wholesalers in June 2000. Fibre is imputed."	"fins, bones, dissection drip, skin, head, intestines"	"As fillets: 92% (flesh), as whole fish: 29% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1689"
"05A10545"	"Flathead, steamed or poached"	"Sand flathead"	"Fillets of flathead flesh from the family Platycephalus including species identified as Sand (P. bassenis), Tiger (P. richardsoni) and Rock (P. laevigatus). Cooked by steaming."	"Platycephalus spp."	"Analysed"	"6.25"	"0.700"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples (flesh only) of Sand, Tiger, Rock and unidentified species of flat head purchased in Adelaide and Melbourne; May-June, 1987. Note some uncertainty with identification of long chain fatty acids. Moisture, I, Se, Mn, Cl, F, tocopherols, vitamin D, pantothenate & folate were derived from a composite of 8 samples pf P. aurimaculatus (flesh only) caught off Eden (NSW) and Lakes Entrance (Vic) and purchased at Melbourne wholesalers in June 2000. Fibre is imputed."	"2% (bones, dissection drip)"	"As cooked 98% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1690"
"05A10592"	"Flathead, flesh, battered, deep fried, tallow base fat"	""	"Fillets of flathead flesh cooked by coating in a wheat-flour based batter containing salt, deep fried in tallow-based fat, then drained. Batter is 28% of uncooked product."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples (flesh only) of Sand, Tiger, Rock and unidentified species of flat head purchased in Adelaide and Melbourne; May-June, 1987. Note some uncertainty with identification of long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, batter)"	"Seafood and Seafood Products"	"Fish"	"1691"
"05A10591"	"Flathead, flesh, fried, peanut oil"	""	"Fillets of flathead flesh, coated in wheat flour, pan fried in peanut oil, then drained. Flour is 4% of uncooked weight."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples (flesh only) of Sand, Tiger, Rock and unidentified species of flat head purchased in Adelaide and Melbourne; May-June, 1987. Note some uncertainty with identification of long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, skin, coating)"	"Seafood and Seafood Products"	"Fish"	"1692"
"05A10547"	"Gemfish, flesh, raw"	""	"Uncooked fillets of gemfish flesh."	"Rexea solandri"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of values were derived from a composite of 6 samples of fillets purchased in Victoria from May-June 1987. I, Se, Cl, F, tocopherols, vitamin D, folate and pantothenate were derived from a composite of 8 samples purchased in Victoria in June 2000 and originating from Two Fold Bay and Port Lincoln. Moisture, protein, ash, sugars and starch are averages of values determined in 1987 and 2000 samples. Fibre is imputed. Note low sum of proximates - data should be used with caution."	"3% (skin, dissection drip, bones)"	"As purchased 97% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1693"
"05A10580"	"Gemfish, flesh, steamed"	""	"Fillets of gemfish flesh. Cooked by steaming."	"Rexea solandri"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of values were derived from a composite of 6 samples of fillets purchased in Victoria from May-June 1987. I, Se, Cl, F, tocopherols, vitamin D, folate and pantothenate were derived from a composite of 8 samples purchased in Victoria in June 2000 and originating from Two Fold Bay and Port Lincoln. Moisture, protein, ash, sugars and starch are averages of values determined in 1987 and 2000 samples. The Total Fat and Cholesterol were calculated from raw Gemfish using a weight loss of 17%. Fibre was imputed."	"nil"	"As cooked 100% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1694"
"05A10617"	"Milkfish, aquacultured, raw"	"Salmon Herring"	"Uncooked fillets of milkfish flesh, produced by aquaculture and imported into Australia"	"Chanos chanos"	"Analysed"	"6.25"	"0.900"	"0.000"	"Minerals were derived from 4 individual samples purchased in retail or wholesale outlets in QLD, NT, Vic & NSW from April to June 2005. Proximates and fatty acids were derived from 3 composited samples prepared as part of the same program. Carbohydrates, fibre and vitamin C were imputed."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1697"
"05A10629"	"Milkfish, aquacultured, steamed or poached"	"Salmon herring"	"Fillets of milkfish flesh, produced by aquaculture and imported into Australia. Cooked by steaming or poaching."	"Chanos chanos"	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Seafood and Seafood Products"	"Fish"	"1698"
"05A10581"	"Morwong, flesh, raw"	""	"Uncooked fillets of morwong flesh."	"Nemadactylus macropterus and other species"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 5 samples purchased in SA & Victoria in June 1987. Note two purchases unable to be confirmed as Morwong by electrophoresis. Note uncertainty about identification of some long chain fatty acids. I, Se, F, Cl, tocopherols, vitamin D, pantothenate & folate were derived from a composite of 9 samples made in Melbourne in June 2000 and originating from Bermagui & Eden (NSW) or Lakes Entrance in June 2000. Fibre is imputed."	"Fillets: 7% (fins, scales, bones); Whole: 73% (head, intestines, tail)"	"Purchased as fillets: 93%, as whole fish: 27% (flesh only)"	"Seafood and Seafood Products"	"Fish"	"1699"
"05A10582"	"Morwong, flesh, steamed"	""	"Fillets of morwong flesh. Cooked by steaming."	"Nemadactylus macropterus and other species"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 5 samples purchased in SA & Victoria in June 1987. Note two purchases unable to be confirmed as Morwong by electrophoresis. Note uncertainty about identification of some long chain fatty acids. I, Se, F, Cl, tocopherols, vitamin D, pantothenate & folate were derived from a composite of 9 samples made in Melbourne in June 2000 and originating from Bermagui & Eden (NSW) or Lakes Entrance in June 2000. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1700"
"05A10598"	"Morwong, flesh, battered, deep fried, tallow based fat"	""	"Fillets of morwong flesh, coated in white wheat flour-based batter containing salt and deep fried in tallow-based frying fat, drained. Batter is 20% of the uncooked product."	"Nemadactylus macropterus or other species"	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 5 samples purchased in SA & Victoria in June 1987. Note two purchases unable to be confirmed as Morwong by electrophoresis. Note uncertainty about identification of some long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, batter, absorbed fat)"	"Seafood and Seafood Products"	"Fish"	"1701"
"05A10597"	"Morwong, flesh, crumbed, fried, peanut oil"	""	"Fillets of morwong flesh, coated in white wheat flour, egg and commercially prepared breadcrumbs, shallow fried in peanut oil, drained. Coating is 17% of the uncooked product."	"Nemadactylus macropterus or other species"	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 5 samples purchased in SA & Victoria in June 1987. Note two purchases unable to be confirmed as Morwong by electrophoresis. Note uncertainty about identification of some long chain fatty acids. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, coating, absorbed oil)"	"Seafood and Seafood Products"	"Fish"	"1702"
"05A10549"	"Mullet, yelloweye, raw"	"Yelloweye"	"Uncooked fillets and possible skin of mullet caught in Australian waters."	"Aldrichetta forsteri, family Mugilidae"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 8 samples of mullet fillets (uncertain whether or not skin included) purchased in SA in May 1987. Tocopherols, VITD, Se, Cl, I, F, pantothenate and folates were derived from a composite of 8 samples of whole fish (flesh only analysed) caught off Lakes Entrance, Vic and purchased from fish markets in Melbourne in June 2000. Note some uncertainty in identification of long chain fatty acids. Note very large difference in F value between raw and steamed mullet - use data with caution. Fibre is imputed."	"fins, bones, dissection drip, possibly skin"	"Fillets: 97% (flesh, possibly skin), whole fish 29% (flesh)"	"Seafood and Seafood Products"	"Fish"	"1703"
"05A10583"	"Mullet, yelloweye, steamed"	"Yelloweye"	"Fillets and possible skin of mullet caught in Australian waters. Cooked by steaming."	"Aldrichetta forsteri, family Mugilidae"	"Analysed"	"6.25"	"0.900"	"0.000"	"The majority of nutrients were derived from a composite of 8 samples of mullet fillets (uncertain whether or not skin included) purchased in SA in May 1987. Tocopherols, VITD, Se, Cl, I, F, pantothenate and folates were derived from a composite of 8 samples of whole fish (flesh only analysed) caught off Lakes Entrance, Vic and purchased from fish markets in Melbourne in June 2000. Note some uncertainty in identification of long chain fatty acids. Note very large difference in F value between raw and steamed mullet - use data with caution. Fibre is imputed."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, possibly skin)"	"Seafood and Seafood Products"	"Fish"	"1704"
"05A10588"	"Mullet, yelloweye, battered, deep fried, tallow based fat"	"Yelloweye"	"Fillets and possible skin of mullet, coated in white wheat flour-based batter containing added salt. Cooked by deep frying in tallow-based fat, then drained. Batter is 35% of the uncooked product."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples of mullet fillets (4/6 state that skin was removed), purchased from fish markets and shops in SA in 1987, and  cooked by the laboratory. Note some uncertainty in identification of long chain fatty acids. Fibre is imputed based on white wheat flour content."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, batter)"	"Seafood and Seafood Products"	"Fish"	"1705"
"05A10587"	"Mullet, yelloweye, fried, peanut oil"	"Yelloweye"	"Fillets and possible skin of mullet trimmed, and coated in wheat flour, pan fried in peanut oil, then drained."	""	"Analysed"	"6.25"	"0.950"	"0.000"	"The majority of nutrients were derived from a composite of 8 samples of mullet fillets (uncertain whether or not skin included) purchased in SA in May 1987. Note some uncertainty in identification of long chain fatty acids. Fibre is imputed based on white wheat flour content."	"1% (bones, dissection drip)"	"As cooked 99% (flesh, skin, coating)"	"Seafood and Seafood Products"	"Fish"	"1706"
